review_id,canonical_place_id,place_name,place_category,reviewer_rating,review_text_raw,weak_sentiment_label,manual_sentiment_label,annotation_confidence,annotation_notes,annotator_id,human_approved
resto-hotel-v2_005762,place_00233,Rumah Makan Lomak,restoran,3.0,"Sudah ber x x datang ke tuk tuk, namun kali ini saya ingin benar2 explore , pas sore2 kelilling naik sepeda motor, rata2 resto cafe rumah makan sepi semua. Hanya penjaga aja yg ada , tidak ada pengunjung sama sekali, sempat terbesit di hati, kok kasihan ya wisata tuktuk ini, kok makin sepi aja, setelah keliling2 akhirnya saya singgah di Rm batak, bukan resto or cafe , Saya adalah penggemar makanan B2 Saksang segala penjuru sudah di makan Saksang disini berlemak sekali sangat juicy , rasa lumayan enak bagi yang suka lemak pastinya suka, tapi bagiku langsung eneg dan mau muntah Untuk harga bagi ku sangat sangat sangat mahal, satu porsi nasi saksang 48 rb rupiah , ini bukan restoran yg estetika dan bukan tempat nongkrong yg tempat bagus , ini hanya rumah makan batak biasa. Mungkin bgi orang kaya tidak mahal. Mohon di cek lgi harga wajar nya , biar orang datang dan datang lagi, bukan sekali makan langsung tobat 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻",neutral,negative,high,,A01,yes
resto-hotel-v2_005854,place_00233,Rumah Makan Lomak,restoran,3.0,"Pertama kali di sini karena banyak ulasan. Kami membeli ikan barbeque, babi goreng, arsik, dan jus. Saya harus mengatakan bahwa rasanya cukup hambar dan jusnya sangat manis sementara saya sudah meminta lebih sedikit gula dan lebih sedikit es. Dengan harga dan waktu pembuatannya, menurut saya itu tidak sepadan. Tidak yakin apakah saya hanya menghadapi anomali dengan pengalaman ini tetapi keluarga saya sangat kecewa.",neutral,negative,high,,A01,yes
resto-hotel-v2_006454,place_00138,Matahari Restaurant And Homestay,restoran,3.0,"Kamarnya ok, tempat tidurnya nyaman. Kamar mandi tidak memiliki wastafel dan toilet harus disiram secara manual dengan ember air. Lokasi dan harga sangat bagus dan makanan dari restoran murah dan enak. Jika Anda memiliki anggaran terbatas, ini adalah tempat yang bagus!",neutral,positive,high,,A01,yes
resto-hotel-v2_008325,place_00327,Jo 'N Gio Resto Nasional 26 Coffeshop,hotel_resto,3.0,"Perhentian kecil yang menyenangkan dalam perjalanan menuju Air Terjun Efrata! Jo 'n Gio sulit untuk dilewatkan - terutama saat Anda melewati peternakan ikan yang indah di sepanjang Danau Toba. Ini adalah pengaturan yang sederhana dan bersih dengan pemandangan danau besar, minuman dingin, dan makanan lokal lezat yang menjadi favorit. Tempat sempurna untuk meregangkan kaki, menikmati kopi atau teh manis, dan mengisi bahan bakar sebelum mengejar air terjun. Dan bonusnya: ada air terjun mini tepat di seberang jalan — jadi Anda mendapatkan aksi fitur air dua kali lipat! Suasana bersahabat, tempat pemberhentian yang damai, dan latar belakang Toba yang tidak ada duanya.",neutral,positive,high,,A01,yes
resto-hotel-v2_008979,place_00298,Warung Bikers Parapat,restoran,3.0,The food was okay but quite expensive and small portions,neutral,negative,medium,,A01,yes
resto-hotel-v2_008980,place_00298,Warung Bikers Parapat,restoran,3.0,"Tempat makan dengan konsep yang keren,banyak sticker2 dari komunitas motor yang di tempel di dindingnya,untuk makanan rasanya standar,untuk harga cukup mahal,tapi ya namanya di tempat wisata,untuk 1 piring nasi dengan lauk ayam,seharga 25k.pelayanan sangat ramah,tempat bersih,dan halal.",neutral,positive,high,,A01,yes
resto-hotel-v2_009163,place_00236,Rumah Makan Muslim Hajjah Zuleka,restoran,3.0,Muslim dan banyak pilihan,neutral,positive,medium,,A01,yes
resto-hotel-v2_009195,place_00297,Warkop Panorama I Panatapan Parapat,restoran,3.0,Mantap viewnya,neutral,positive,high,,A01,yes
resto-hotel-v2_009215,place_00297,Warkop Panorama I Panatapan Parapat,restoran,3.0,Pemandangan danau yang indah dengan angin sepoi-sepoi yang sejuk,neutral,positive,high,,A01,yes
wisata-v2_002679,place_00320,Arung Jeram Sungai Asahan (Asahan River Rafting),wisata,3.0,sangat indah,neutral,positive,high,,A01,yes
wisata-v2_002747,place_00335,Pakkodian Toba,wisata,3.0,"jalan menuju tempat wisata jelek, bila ingin kesini usahakan membawa makanan dari luar",neutral,negative,high,,A01,yes
wisata-v2_002788,place_00335,Pakkodian Toba,wisata,3.0,"tempatnya indah, cantik.. tp sayangnya pas ksna ada kerbau berendam dsna, jd kurang recomended klo mau berenang2 dsna",neutral,positive,high,,A01,yes
wisata-v2_002826,place_00335,Pakkodian Toba,wisata,3.0,"Rekomendasi tempat liburan dan healing,namun bagi yang tidak sering berkunjung,mungkin akan sedikit kewalahan krna medan menuju pantai lumayan rusak ( jalan berbatu )",neutral,positive,medium,mixed_sentiment,A01,yes
wisata-v2_002857,place_00335,Pakkodian Toba,wisata,3.0,Toilet nya Bersih.. Lingkungan BEBAS Sampah.. Parkiran Luas.. Petugas Ramah.. Disarankan Fasilitas yg lain ditambah.. Hiburan juga perlu Variasi..,neutral,positive,high,,A01,yes
wisata-v2_003043,place_00042,Batu Marhosa,wisata,3.0,"Sudah mulai berkurang “hosa” nya, tp baik klo dibuatkan tempat duduk sbg Rest Area.",neutral,positive,high,,A01,yes
wisata-v2_003046,place_00042,Batu Marhosa,wisata,3.0,Lokasi tidak ditemukan sama sekali,neutral,negative,medium,,A01,yes
wisata-v2_003110,place_00079,Danau Sidihoni,wisata,3.0,"Pemandangan cukup indah, hanya saja ada bau menyengat dari kotoran kerbau disekitarnya... Perlu pengembangan lebih lanjut jika ingin dijadikan objek-objek wisata",neutral,positive,high,mixed_sentiment,A01,yes
wisata-v2_003115,place_00079,Danau Sidihoni,wisata,3.0,Lokasi panas dan tidak ada tempat untuk berteduh. Sebaik nya bawa bekal makanan dan minuman klau berkunjung,neutral,negative,high,,A01,yes
wisata-v2_003733,place_00321,Bukit Holbung Samosir,wisata,3.0,Tanyakan nya agak ekstrim bagi mobil tua,neutral,positive,medium,,A01,yes
wisata-v2_004089,place_00321,Bukit Holbung Samosir,wisata,3.0,bagus view nya,neutral,positive,high,,A01,yes
wisata-v2_004222,place_00321,Bukit Holbung Samosir,wisata,3.0,👍👍 ...,neutral,positive,medium,,A01,yes
wisata-v2_004225,place_00321,Bukit Holbung Samosir,wisata,3.0,Ramai dikunjungi,neutral,positive,medium,,A01,yes
wisata-v2_004435,place_00321,Bukit Holbung Samosir,wisata,3.0,jga kebersihannya bos,neutral,positive,medium,,A01,yes
wisata-v2_004537,place_00321,Bukit Holbung Samosir,wisata,3.0,Enjoy,neutral,positive,medium,,A01,yes
wisata-v2_004742,place_00321,Bukit Holbung Samosir,wisata,3.0,Sangat kagum atas alam,neutral,positive,medium,,A01,yes
wisata-v2_005093,place_00043,Batu Maroppa,wisata,3.0,Akses bs dr dermaga tamba ke lokasi. Bs juga dari bukit holbung lanjut menuju titik lokasi di gmap. Akan ada rumah warga yang bisa menjadi lokasi parkir. Untuk guide ada anak anak warga setempat. Belum ada HTM. Masih sukarela berapa. Hiking santai 1 jam naik. Pemandangan indah dari batu maroppa melunaskan rasa lelah karena pendakian yang menanjak ini,neutral,positive,high,,A01,yes
wisata-v2_007013,place_00172,Patung Sigalegale,wisata,3.0,Bagus sejarah nya,neutral,positive,high,,A01,yes
wisata-v2_007021,place_00172,Patung Sigalegale,wisata,3.0,"Pastikan masuk ke area pertunjukan yang ada gapura atau gerbang selamat datang di desa wisata, karena ada yg buka pertunjukan yg sama di dekat lokasi ini, byk yg terkecoh dan kena pungli. Pertunjukan tari dan patung sendiri kurang menarik.",neutral,negative,medium,,A01,yes
wisata-v2_007081,place_00172,Patung Sigalegale,wisata,3.0,Bagus,neutral,positive,high,,A01,yes
wisata-v2_007133,place_00172,Patung Sigalegale,wisata,3.0,Bagus. Pertunjukan Sigale-gale sangat menarik.,neutral,positive,high,,A01,yes
wisata-v2_007240,place_00040,Batu Kursi Raja Siallagan ( Stone Chair Of King Siallagan ),wisata,3.0,"20k, not really much to see, 10 minutes and you are done. Not sure id go out my way to visit, very small and basic",neutral,negative,medium,,A01,yes
wisata-v2_007246,place_00040,Batu Kursi Raja Siallagan ( Stone Chair Of King Siallagan ),wisata,3.0,Kunjungan Ke Huta Raja Siallagan,neutral,positive,medium,,A01,yes
wisata-v2_007258,place_00040,Batu Kursi Raja Siallagan ( Stone Chair Of King Siallagan ),wisata,3.0,Sangat menarik karena kita dapat mengetahui aturan peraturan zaman nenek moyang,neutral,positive,medium,,A01,yes
wisata-v2_007314,place_00040,Batu Kursi Raja Siallagan ( Stone Chair Of King Siallagan ),wisata,3.0,This was the execution place for ancient badak Indonesian people,neutral,positive,medium,,A01,yes
wisata-v2_007887,place_00271,Taman Eden 100,wisata,3.0,"Tidak direkomendasikan bagi pasangan yang datang hanya berdua, ada baiknya bawa teman. Saya dan pasangan sedikit kaget ditegur oleh pemilik, sebab kami tidak tahu ada aturan seperti itu. Lebih baik lagi jika dipasang papan pengumuman di pintu masuk supaya pengunjung tidak tersinggung. Ambience luar biasa, asri, dan sejuk. Perlu penataan di beberapa spot yang mulai tertutup semak-semak.",neutral,negative,high,mixed_sentiment,A01,yes
wisata-v2_007904,place_00271,Taman Eden 100,wisata,3.0,Luas tapi banyak nyamuk,neutral,positive,medium,mixed_sentiment,A01,yes
wisata-v2_008025,place_00372,Taman Wisata Iman Sitinjo,wisata,3.0,"Pemandangan indah, udaranya sejuk.",neutral,positive,high,,A01,yes
wisata-v2_008033,place_00372,Taman Wisata Iman Sitinjo,wisata,3.0,"Beberapa kali kemari, terakhir Maret 2025 ,viewnya bagus, udaranya sejuk banyak spot untuk foto, tempat berdoa, atau untuk sekedar duduk memandang kota Sumbul Pokoknya recommended lah Tiket masuk kalau bisa lebih terjangkau lagi agar banyak pengunjung nya Tapi kalau bisa toiletnya lebih diperhatikan lagi",neutral,positive,high,,A01,yes
wisata-v2_008045,place_00372,Taman Wisata Iman Sitinjo,wisata,3.0,"Kalo Bisa di Cat Ulang Semua Patung y biar Makin Mantap dilihat sayang kalo gk diurus,,👍👍👍 ...",neutral,positive,high,,A01,yes
wisata-v2_008077,place_00372,Taman Wisata Iman Sitinjo,wisata,3.0,"This tourist location is very extensive, but notined. There is a car route to help pick up at the most distant point. There are two types of toilets, public toilets and premium toilets. Many restaurants and souvenir shops are closed. A few shops are abandoned. There are many unused places.",neutral,positive,medium,,A01,yes
wisata-v2_008502,place_00035,"Balerong - Balige, Toba Samosir, North Sumatra, Indonesia",wisata,3.0,Berharap segera bisa dibuka shg tdk berdagang di area kaki lima,neutral,positive,medium,,A01,yes
wisata-v2_008707,place_00037,Batak Museum,wisata,3.0,Cool ancient pieces but very little information about the items and culture. We went through it in 10 minutes,neutral,positive,medium,,A01,yes
wisata-v2_008710,place_00037,Batak Museum,wisata,3.0,"Museum ini terletak di antara pasar Tomok bagian ujung. Tidak ada lahan parkir di sekitar museum, parkir dapat didapatkan di sekitar rumah adat dan pertunjukan sigale-gale. Paket wisata budaya di satu wilayah Tomok antara lain pertunjukan sigale-gale, makan raja, dan museum batak. Dapat dilakukan dalam satu waktu. Petunjuk arah dan rute wisata ini kurang banyak, apalagi wisata berada di tengah pasar dan keramaian. Sehingga tidak dapat bnyak menikmati. Bangunan museum ini berbentuk rumah adat batak yang berisi koleksi barang-barang suku batak kuno. Namun hanya sedikit barang yang dilengkapi dengan penjelasan. Sehingga jika berkunjung tanpa tour guide sulit mendapatkan pemahaman yang lengkap.",neutral,negative,high,,A01,yes
wisata-v2_008711,place_00037,Batak Museum,wisata,3.0,"Wandered into the Batak Museum in Tomok expecting the usual museum vibe... but nope, it was completely unmanned when we arrived—zero staff, zero lights. It felt like we had unlocked a bonus level of Night at the Museum: Batak Edition. Cue us creeping around with a mini torch, hunting for light switches like modern-day explorers. (found them, and yes, we felt like heroes.) Once lit, the place came alive. Housed in a beautifully preserved Rumah Bolon (traditional Batak longhouse), the museum showcases a fascinating collection of Batak artifacts—from ulos cloths and weapons to carvings with rich symbolic meaning. Every corner whispers stories of Batak life, rituals, and royal legacy but was short of descriptions and had to be dugged up from the www. Bonus history hit: Tomok is home to the Sidabutar royal tombs, so you’re literally walking through centuries of cultural richness. Note: • Don’t be surprised by the many vendors who would spring at the entrance, surrounding the village are mostly descendants of the Sidabutar family • Bring a flashlight or phone torch just in case you end up like us on a cloudy gloomy day that adds to the spook • Pair it with a visit to the King Sidabutar Tomb and Sigale-gale performance. • Look up the meaning of Batak carvings before you go—it makes everything more meaningful.",neutral,positive,medium,,A01,yes
wisata-v2_008718,place_00037,Batak Museum,wisata,3.0,"Hanya membayar sumbangan sebesar Rp.5000/orang. Untuk ke sini harus jalan kaki sedikit, mobil harus parkir agak depan. Lebih baik membawa guide agar bisa mengerti koleksi museum.",neutral,positive,high,,A01,yes
wisata-v2_008730,place_00037,Batak Museum,wisata,3.0,"Rumah khas batak dengan segala isiannya. Untuk masuk bayar 500 per orang. Didalamnya juga ada barang2 yg bisa dibeli oleh pengunjung, namun sayang tidak ada penjaga yg bs menerangkan barang2 didalam rumah batak tersebut.",neutral,negative,high,,A01,yes
wisata-v2_008743,place_00037,Batak Museum,wisata,3.0,Tidak ada yang istimewa. Anda hanya melihat rumah-rumah yang juga bisa Anda lihat dari luar tanpa membayar tiket!,neutral,negative,high,,A01,yes
wisata-v2_008749,place_00037,Batak Museum,wisata,3.0,Beberapa rumah Batak yang indah,neutral,positive,high,,A01,yes
wisata-v2_008760,place_00037,Batak Museum,wisata,3.0,"5k to get in per person but there is barely anything to see. A few items which have the odd description on and some traditional clothing you can dress up in for photos. It’s okay if you are in the area looking for something to do, like us, but I wouldn’t go out of your way to come here. Toilet has a fee and coconuts are overpriced in the cafe.",neutral,negative,high,,A01,yes
wisata-v2_008767,place_00037,Batak Museum,wisata,3.0,We went there expecting to be a guide or some that could explain something. No one there. Good exhibition of tools and arms of the culture. Also a few sculptures. Part of the museum is a gift shop.,neutral,positive,high,,A01,yes
wisata-v2_008773,place_00037,Batak Museum,wisata,3.0,"Unsure if it was a free ticket museum. But when I went at 8 am on Saturday, there was no one inside so I just entered. I left after 5 mins of walking inside the museum.",neutral,negative,medium,,A01,yes
wisata-v2_008778,place_00037,Batak Museum,wisata,3.0,Banyak debu,neutral,negative,medium,,A01,yes
wisata-v2_008785,place_00037,Batak Museum,wisata,3.0,"Cukup bagus. Beberapa rumah Batak. Anda bisa mengunjungi bagian dalam rumah Batak dan menyaksikan tarian jika datang di waktu yang tepat. Jika tidak, Anda harus melewati banyak kios pasar di mana barang-barang mereka sendiri banyak ditawarkan untuk dijual.",neutral,positive,high,,A01,yes
wisata-v2_009110,place_00133,Letter Z,wisata,3.0,Istirahat sangat sejuk,neutral,positive,medium,,A01,yes
wisata-v2_009124,place_00133,Letter Z,wisata,3.0,tempat nya bagus dan pemandangan nya lumayan..sayang ga bawa drone,neutral,positive,high,,A01,yes
wisata-v2_010811,place_00317,Air Terjun Bah Salak,wisata,3.0,Dikasih B 3 dulu lah ya. Biar dinas parawisata yg nambahin B 2 nya. Kan anggaran sudah ada om pertahun nya.,neutral,negative,medium,,A01,yes
wisata-v2_011972,place_00355,Rumah Bolon Raja Purba,wisata,3.0,"Butuh perhatian pemerintah, semakin menyedihkan",neutral,positive,medium,,A01,yes
wisata-v2_011999,place_00259,Museum Simalungun,wisata,3.0,"Bagus menambah pengetahuan budaya masyarakat simalungun,. Tolong dapat dirawat sesuai dengan karaktetistik koleksinya",neutral,positive,high,,A01,yes
wisata-v2_012083,place_00316,Air Soda Parbubu,wisata,3.0,"Tempat rekreasi yg unik dan sebuah pengalaman yg nyaris tdk terbayangkan bisa menikmati berenang dalam kolam air soda alami. Tercicip rasa air yg rada manis, namun terasa pedih ketika terpercik mata. Sedikit saran, jangan lupa mengenakan ...",neutral,negative,high,,A01,yes
wisata-v2_012118,place_00316,Air Soda Parbubu,wisata,3.0,"Akses ke lokasi mudah dijangkau, suasana diarea wisata permandian cukup sejuk, cita rasa makanan dan minuman cukup enak, namun sangat disayangkan dari segi pelayanan sangat buruk. Bagi yg memiliki list wisata kesini sebaiknya ditanyakan ...",neutral,positive,medium,mixed_sentiment,A01,yes
wisata-v2_012163,place_00316,Air Soda Parbubu,wisata,3.0,"tempatnya ada di bawah warung makan, terus disamping pondok warungnya ada tempat pembuangan sampah sehingga ketika makan ditemani bau2an yg mantap yang dapat mendukung program diet anda😂 ...",neutral,positive,high,,A01,yes
wisata-v2_012659,place_00090,Galeri Umkm Tapanuli Utara,wisata,3.0,Tempat tongkrongan dan tempat santai keluarga di Tarutung tepatnya di depan Gedung Kesenian kota. Di sini kita bisa duduk santai sambil menikmati suasana sore atau malam jalanan kota. Di sekitar ini jg terdapat banyak tempat makan dan cafe,neutral,positive,medium,,A01,yes
resto-hotel-v2_000096,place_00124,"Kedai Islam ""Rahayu""",restoran,3.0,Lumayan lah untuk tempat santai,neutral,neutral,medium,,A01,yes
resto-hotel-v2_000106,place_00107,Hotel Santo Djaya,hotel,3.0,Kotor,neutral,negative,high,,A01,yes
resto-hotel-v2_000144,place_00095,Grand Mareda Hotel,hotel,3.0,Enak menginap untuk melepaskan lelah para supir,neutral,positive,high,,A01,yes
resto-hotel-v2_000188,place_00189,Pudan Residence,hotel,3.0,"Murah , bersih dan lokasi kurang nyaman.",neutral,positive,medium,mixed_sentiment,A01,yes
resto-hotel-v2_000303,place_00261,Sinar Minang Restaurant & Convention Hall,restoran,3.0,Apakah ada nomor kontaknya?,neutral,neutral,medium,,A01,yes
resto-hotel-v2_000327,place_00261,Sinar Minang Restaurant & Convention Hall,restoran,3.0,Telor dadarnya 👍,neutral,neutral,medium,,A01,yes
resto-hotel-v2_000352,place_00261,Sinar Minang Restaurant & Convention Hall,restoran,3.0,Restoran,neutral,neutral,medium,,A01,yes
resto-hotel-v2_000779,place_00127,"Labersa Hotel and Convention Center Toba, Balige",hotel,3.0,Ga ada smooking room. Kamar ga ada jendela.,neutral,negative,high,,A01,yes
resto-hotel-v2_000792,place_00127,"Labersa Hotel and Convention Center Toba, Balige",hotel,3.0,degrades since the last viait,neutral,neutral,medium,,A01,yes
resto-hotel-v2_000884,place_00127,"Labersa Hotel and Convention Center Toba, Balige",hotel,3.0,mahallll,neutral,negative,high,,A01,yes
resto-hotel-v2_001080,place_00129,Lago Hotel & Resto,hotel,3.0,Nyaman,neutral,positive,high,,A01,yes
resto-hotel-v2_001265,place_00108,Hotel Sere Nauli,hotel,3.0,Nyaman.......udara Toba sejuk.......👍 ...,neutral,positive,high,,A01,yes
resto-hotel-v2_001299,place_00108,Hotel Sere Nauli,hotel,3.0,Very basic. Staff very friendly.,neutral,neutral,medium,,A01,yes
resto-hotel-v2_001372,place_00098,"""Happy"" Noodle Restaurant",restoran,3.0,Makanan Cina,neutral,neutral,medium,,A01,yes
resto-hotel-v2_001695,place_00105,Hotel Nabasa,hotel,3.0,"View danau Toba indah,kamar sempit",neutral,positive,high,,A01,yes
resto-hotel-v2_001724,place_00105,Hotel Nabasa,hotel,3.0,Dekat ke kota Balige & danau Toba,neutral,neutral,medium,,A01,yes
resto-hotel-v2_001780,place_00105,Hotel Nabasa,hotel,3.0,Hotel dengan view danau Toba di balige,neutral,neutral,medium,,A01,yes
resto-hotel-v2_001793,place_00105,Hotel Nabasa,hotel,3.0,Kamar mandi terlalu kecil,neutral,neutral,medium,,A01,yes
resto-hotel-v2_001916,place_00147,Mutiara Balige Hotel,hotel,3.0,"Kamarnya bersih , mantab",neutral,positive,high,,A01,yes
resto-hotel-v2_001980,place_00314,wisma LAKSAMANA,hotel,3.0,Ahhh,neutral,positive,medium,,A01,yes
resto-hotel-v2_002031,place_00113,Ita Soposurung Hotel,hotel,3.0,Ada ruang nyanyi yang cukup baik,neutral,positive,high,,A01,yes
resto-hotel-v2_002413,place_00289,Toba Village inn,hotel,3.0,Good,neutral,positive,high,,A01,yes
resto-hotel-v2_002828,place_00217,Romlan Guesthouse,hotel,3.0,Oke,neutral,neutral,medium,,A01,yes
resto-hotel-v2_002944,place_00072,Carolina Hotel,hotel,3.0,Pemandangan ok,neutral,neutral,medium,,A01,yes
resto-hotel-v2_003302,place_00286,Thyesza Hotel Resort,hotel,3.0,Kecewa dengan vasilitas ukuran villa,neutral,negative,high,,A01,yes
resto-hotel-v2_003352,place_00286,Thyesza Hotel Resort,hotel,3.0,Tdk rekomendasi untuk liburan keluarga,neutral,positive,high,,A01,yes
resto-hotel-v2_003778,place_00283,Tepi Danau Bistro,restoran,3.0,Makan,neutral,neutral,medium,,A01,yes
resto-hotel-v2_003843,place_00283,Tepi Danau Bistro,restoran,3.0,"Kurang ramah,,,kurang bersih",neutral,positive,medium,mixed_sentiment,A01,yes
resto-hotel-v2_003883,place_00125,Kedai Mie Lily,restoran,3.0,Sempat tersohor di Balige 20 tahun lalu,neutral,neutral,medium,,A01,yes
resto-hotel-v2_003940,place_00303,Warung Makan Muslim Bu Nurul,restoran,3.0,Sarapan pagi yg murah meriah,neutral,neutral,medium,,A01,yes
resto-hotel-v2_003955,place_00303,Warung Makan Muslim Bu Nurul,restoran,3.0,dari namanya.....halal ko 😬 ...,neutral,neutral,medium,,A01,yes
resto-hotel-v2_003966,place_00303,Warung Makan Muslim Bu Nurul,restoran,3.0,"Home food, halal ..",neutral,neutral,medium,,A01,yes
resto-hotel-v2_004059,place_00122,Kedai Bakmi Bahagia,restoran,3.0,🤟🏿 ...,neutral,positive,medium,,A01,yes
resto-hotel-v2_004110,place_00248,Rumah Makan Sigiring Giring,restoran,3.0,enak kali makan siang di RM ini..,neutral,positive,high,,A01,yes
resto-hotel-v2_004145,place_00222,Rumah Dimsum Balige,restoran,3.0,Biasa saja,neutral,neutral,medium,,A01,yes
resto-hotel-v2_004258,place_00228,Rumah Makan Khas Batak Lamhot,restoran,3.0,Harga friendly!,neutral,neutral,medium,,A01,yes
resto-hotel-v2_004266,place_00073,Chinese Food Gemar,restoran,3.0,Makanan Khas Chinese Food ( Non Halal),neutral,neutral,medium,,A01,yes
resto-hotel-v2_004273,place_00073,Chinese Food Gemar,restoran,3.0,Enaaaaak.....,neutral,positive,medium,,A01,yes
resto-hotel-v2_004276,place_00073,Chinese Food Gemar,restoran,3.0,Rasa tidak sesuai dengan ekspektasi dan harga,neutral,negative,medium,,A01,yes
resto-hotel-v2_004301,place_00073,Chinese Food Gemar,restoran,3.0,Ramah tamah,neutral,positive,high,,A01,yes
resto-hotel-v2_004310,place_00073,Chinese Food Gemar,restoran,3.0,Penyajian cepat tepat,neutral,positive,high,,A01,yes
resto-hotel-v2_004404,place_00036,Balige Seafood,restoran,3.0,Rasa cukup ok saja,neutral,neutral,medium,,A01,yes
resto-hotel-v2_005226,place_00116,Jenny'S Restaurant,restoran,3.0,"Tidak buruk, tapi diharapkan lebih.",neutral,negative,high,,A01,yes
resto-hotel-v2_005412,place_00047,Biwa Cafe 26 Resto,restoran,3.0,Puas,neutral,positive,high,,A01,yes
resto-hotel-v2_005480,place_00047,Biwa Cafe 26 Resto,restoran,3.0,Ada mushalla t4 ibadah,neutral,neutral,medium,,A01,yes
resto-hotel-v2_005487,place_00047,Biwa Cafe 26 Resto,restoran,3.0,mantap,neutral,positive,high,,A01,yes
resto-hotel-v2_005505,place_00047,Biwa Cafe 26 Resto,restoran,3.0,Mantul,neutral,positive,high,,A01,yes
resto-hotel-v2_005933,place_00197,Putra Kembar Coffee Shop 26 Resto,restoran,3.0,View bagus dipenatapan sibaganding,neutral,positive,high,,A01,yes
resto-hotel-v2_006023,place_00197,Putra Kembar Coffee Shop 26 Resto,restoran,3.0,Rasanya biasa-biasa saja,neutral,neutral,medium,,A01,yes
resto-hotel-v2_006072,place_00197,Putra Kembar Coffee Shop 26 Resto,restoran,3.0,Tempat baguslah,neutral,neutral,medium,,A01,yes
resto-hotel-v2_006075,place_00197,Putra Kembar Coffee Shop 26 Resto,restoran,3.0,👍👍👍 ...,neutral,positive,medium,,A01,yes
resto-hotel-v2_006114,place_00197,Putra Kembar Coffee Shop 26 Resto,restoran,3.0,Kurang ramah,neutral,negative,high,,A01,yes
resto-hotel-v2_006288,place_00126,La Pinus Damasus Bistro 26 Resto,restoran,3.0,Lumayan,neutral,neutral,medium,,A01,yes
resto-hotel-v2_006378,place_00126,La Pinus Damasus Bistro 26 Resto,restoran,3.0,Begitu begitu dan mahal,neutral,negative,high,,A01,yes
resto-hotel-v2_006385,place_00126,La Pinus Damasus Bistro 26 Resto,restoran,3.0,Suasana kafe cukup nyaman tapi makanannya biasa,neutral,positive,high,,A01,yes
resto-hotel-v2_006397,place_00126,La Pinus Damasus Bistro 26 Resto,restoran,3.0,Makanan nya lumayan cepat n rasanya enak,neutral,positive,high,,A01,yes
resto-hotel-v2_006523,place_00026,Andrian Rumah Makan Nasional,restoran,3.0,Mayan,neutral,neutral,medium,,A01,yes
resto-hotel-v2_006644,place_00280,Tataring Coffee 26 Resto,restoran,3.0,Mentul pol coi Ayo gassss,neutral,positive,high,,A01,yes
resto-hotel-v2_006769,place_00307,Widya Restaurant,restoran,3.0,Mantap enak,neutral,positive,high,,A01,yes
resto-hotel-v2_006819,place_00307,Widya Restaurant,restoran,3.0,Harga terlalu tinggi,neutral,negative,high,,A01,yes
resto-hotel-v2_007005,place_00238,Rumah Makan Muslim Penginapan,restoran,3.0,Sayur gulai nangka nya maknyuss,neutral,positive,high,,A01,yes
resto-hotel-v2_007061,place_00088,Elios - Rumah Makan Khas Batak,restoran,3.0,"Harga dan rasa kurang setara,",neutral,negative,high,,A01,yes
resto-hotel-v2_007124,place_00088,Elios - Rumah Makan Khas Batak,restoran,3.0,"Tempatnya nyaman, cuma rasa makanan biasa aja",neutral,positive,medium,mixed_sentiment,A01,yes
resto-hotel-v2_007187,place_00215,Rm Siaek Mual,restoran,3.0,Tidak bisa transfer 60 RB katanya,neutral,negative,medium,,A01,yes
resto-hotel-v2_007195,place_00215,Rm Siaek Mual,restoran,3.0,Tidak buruk,neutral,negative,high,,A01,yes
resto-hotel-v2_007207,place_00263,Siny Siny Samosir,restoran,3.0,Kurang Worth It makanan dengan harganya,neutral,negative,high,,A01,yes
resto-hotel-v2_007234,place_00263,Siny Siny Samosir,restoran,3.0,Dimsum apaan kayak begini,neutral,negative,high,,A01,yes
resto-hotel-v2_007364,place_00155,Palito Coffee And Resto,restoran,3.0,pelayanan lamban,neutral,negative,medium,,A01,yes
resto-hotel-v2_007417,place_00155,Palito Coffee And Resto,restoran,3.0,baik,neutral,positive,high,,A01,yes
resto-hotel-v2_007537,place_00301,"Warung Kopi Synergy, Samosir",restoran,3.0,Orang2. sarankan ngopinya disini,neutral,positive,high,,A01,yes
resto-hotel-v2_007563,place_00301,"Warung Kopi Synergy, Samosir",restoran,3.0,Tempat nya nyaman dan gak rieuweh,neutral,positive,high,,A01,yes
resto-hotel-v2_007595,place_00185,Pondok Kolding Pangururan.Samosir,restoran,3.0,Antri,neutral,neutral,medium,,A01,yes
resto-hotel-v2_007602,place_00185,Pondok Kolding Pangururan.Samosir,restoran,3.0,Mi ayamnya ga enak,neutral,negative,high,,A01,yes
resto-hotel-v2_007604,place_00185,Pondok Kolding Pangururan.Samosir,restoran,3.0,Rasanya tidak sebaik dulu,neutral,negative,medium,,A01,yes
resto-hotel-v2_007611,place_00185,Pondok Kolding Pangururan.Samosir,restoran,3.0,Tidak tersedia lapangn parkir,neutral,negative,high,,A01,yes
resto-hotel-v2_007641,place_00229,Rumah Makan Khas Batak Moranta Simbolon,restoran,3.0,Nasi nya keras,neutral,negative,high,,A01,yes
resto-hotel-v2_007882,place_00001,3J Lamongan Cafe N Resto,restoran,3.0,Makan no tempat yes,neutral,neutral,medium,,A01,yes
resto-hotel-v2_007922,place_00358,Rumah Makan Islam Murni Tuktuk Siadong,hotel_resto,3.0,Sangat tidak ramah pelayanya,neutral,negative,high,,A01,yes
