clause_id,review_id,canonical_place_id,place_name,place_category,clause_index,clause_text,weak_aspects,manual_aspects,annotator_id,human_approved,annotation_notes
resto-hotel-v2_008568::c002,resto-hotel-v2_008568,place_00234,Rumah Makan Marina,restoran,2,"Memang kita masuk pada saat mereka mau tutup kayaknya,krna kelihatan mau lg beres2",jam_operasional,jam_operasional,A01,yes,
resto-hotel-v2_008568::c007,resto-hotel-v2_008568,place_00234,Rumah Makan Marina,restoran,7,"Kita makan itu bayar,tp mukanya perengat perengut",makanan,harga|pelayanan,A01,yes,'bayar' = harga; 'muka perengut' = pelayanan; bukan makanan
resto-hotel-v2_008569::c000,resto-hotel-v2_008569,place_00234,Rumah Makan Marina,restoran,0,Anda sakit karena makanan dan mereka menipu Anda dengan tiket bus yang terlalu mahal,harga|makanan,transportasi|harga|makanan,A01,yes,
resto-hotel-v2_008595::c000,resto-hotel-v2_008595,place_00234,Rumah Makan Marina,restoran,0,Lahan parkirnya kurang nyaman,lainnya,none,A01,yes,
resto-hotel-v2_008618::c001,resto-hotel-v2_008618,place_00234,Rumah Makan Marina,restoran,1,"pelayan nya sangat buruk,mukanya gak ramah banget kayak gak bayar aja",pelayanan,harga|pelayanan,A01,yes,
resto-hotel-v2_008628::c001,resto-hotel-v2_008628,place_00234,Rumah Makan Marina,restoran,1,"sedikit mahal, masih affordable Klo di sini sih",harga,harga,A01,yes,
resto-hotel-v2_008649::c000,resto-hotel-v2_008649,place_00234,Rumah Makan Marina,restoran,0,Uenak e,lainnya,parkir,A01,yes,Evaluasi area parkir
resto-hotel-v2_008672::c002,resto-hotel-v2_008672,place_00223,Rumah Makan Elizabeth,restoran,2,Tapi bumbu kurang meresap,lainnya,makanan,A01,yes,
resto-hotel-v2_008689::c000,resto-hotel-v2_008689,place_00223,Rumah Makan Elizabeth,restoran,0,"singgah sebentar layanan yang ramah, kamar mandi sangat bersih",akomodasi|kebersihan|pelayanan|toilet,kebersihan|toilet|pelayanan,A01,yes,Restoran; bukan akomodasi
resto-hotel-v2_008693::c001,resto-hotel-v2_008693,place_00223,Rumah Makan Elizabeth,restoran,1,Bersih dan suasana sejuk,kebersihan,kebersihan|pemandangan,A01,yes,
resto-hotel-v2_008705::c000,resto-hotel-v2_008705,place_00223,Rumah Makan Elizabeth,restoran,0,"Makannya mahal, 25k satu porsi (soto) teh pahit 10k",harga,harga|makanan,A01,yes,
resto-hotel-v2_008764::c000,resto-hotel-v2_008764,place_00184,Pondok Azzahra,restoran,0,"Ambilnya disini, makannya di kapal",transportasi,transportasi|makanan,A01,yes,Makannya = makanan
resto-hotel-v2_008769::c000,resto-hotel-v2_008769,place_00184,Pondok Azzahra,restoran,0,"Makanan nya dijamin halal, yg masak muslim, owner nya juga muslim, masakannya juga enak, harga nya murah",harga|makanan,harga|pelayanan|makanan,A01,yes,
resto-hotel-v2_008787::c000,resto-hotel-v2_008787,place_00184,Pondok Azzahra,restoran,0,Kamar mandi jauh dari kata bersih,akomodasi|kebersihan|toilet,kebersihan|toilet,A01,yes,Restoran; bukan akomodasi
resto-hotel-v2_008838::c001,resto-hotel-v2_008838,place_00293,Topi Tao Homestay Pangururan (Kawasan Waterfront City),hotel,1,Pelayanan nya juga sanga bagus,pelayanan,pelayanan,A01,yes,
resto-hotel-v2_008840::c000,resto-hotel-v2_008840,place_00293,Topi Tao Homestay Pangururan (Kawasan Waterfront City),hotel,0,"Tempat nya bagus dan bersih, langsung pemandangan danau toba",kebersihan|pemandangan,kebersihan|pemandangan,A01,yes,
resto-hotel-v2_008896::c000,resto-hotel-v2_008896,place_00027,Artomoro Lamongan,restoran,0,"Warung ini tampak depannya pakai tirai jadi nampak seperti tutup padahal buka, mrk buka dr jam 9 pagi, menunya lumayan lengkap dr bakso, mie ayam sampai menu nasi dan ada seafood juga, tempatnya lumayan bersih, harga terjangkau",harga|jam_operasional|kebersihan,akses_jalan|kebersihan|harga|makanan|jam_operasional,A01,yes,
resto-hotel-v2_008912::c000,resto-hotel-v2_008912,place_00241,Rumah Makan %22Pondok Karen%22,restoran,0,Sop iga sapi nya rasanya pas di lidah,lainnya,makanan,A01,yes,Pujian sup iga sapi = makanan
resto-hotel-v2_008924::c000,resto-hotel-v2_008924,place_00241,Rumah Makan %22Pondok Karen%22,restoran,0,Mantap...lbh mantap lg klu dpt rokok gratis....😀,harga,harga,A01,yes,
resto-hotel-v2_008964::c000,resto-hotel-v2_008964,place_00298,Warung Bikers Parapat,restoran,0,Tempat yang nyaman dan mau cari aman dari segi rasa dan harga kalau ke Parapat ke warung om bikers aja,harga|keamanan,harga|makanan,A01,yes,"'cari aman dari segi rasa' = makanan, bukan keamanan"
resto-hotel-v2_009001::c000,resto-hotel-v2_009001,place_00298,Warung Bikers Parapat,restoran,0,"Tempat makan yang selalu jadi pilihan utama kalau mau makan di kota Parapat, dijamin halal dan selalu bersih tempatnya.gak salah jadi tempat tongkrongan anak motor.makanannya selalu panas dan rasanya pas.kalau kesini sering pesan lele goreng,oom biasa lele panas hahahaa",kebersihan|makanan,parkir|kebersihan|makanan|aksesibilitas,A01,yes,
resto-hotel-v2_009018::c000,resto-hotel-v2_009018,place_00298,Warung Bikers Parapat,restoran,0,"Makan nya Enak, Rekoment Pokoke",makanan,makanan,A01,yes,
resto-hotel-v2_009038::c001,resto-hotel-v2_009038,place_00247,Rumah Makan Safitri,restoran,1,toilet bersih n air bak ada trus,kebersihan|toilet,kebersihan|toilet,A01,yes,
resto-hotel-v2_009040::c000,resto-hotel-v2_009040,place_00247,Rumah Makan Safitri,restoran,0,Rumah makan Safitri tempat singgah untuk istirahat sejenak menikmati Kopi di tepian danau Toba parapat,makanan,makanan|pemandangan,A01,yes,
resto-hotel-v2_009081::c001,resto-hotel-v2_009081,place_00212,Rm Muslim Menara,restoran,1,Pelayan spt judes,lainnya,pelayanan,A01,yes,
resto-hotel-v2_009089::c000,resto-hotel-v2_009089,place_00212,Rm Muslim Menara,restoran,0,"Ramai yang makan disiniii, makanan nya enak enak, pelayanan ramah, meski rame tetep gercep buatin sesuai request pembeli, ga perlu nunggu lama, langsumg dibuatin",keramaian|makanan|pelayanan,pelayanan|makanan|keramaian,A01,yes,
resto-hotel-v2_009092::c000,resto-hotel-v2_009092,place_00212,Rm Muslim Menara,restoran,0,Makanan nya enk besok besok aku kesini lhh,makanan,makanan,A01,yes,
resto-hotel-v2_009134::c001,resto-hotel-v2_009134,place_00212,Rm Muslim Menara,restoran,1,Recommended yang cari makanan enak dan bajed sesuai harga tempat pariwisata,harga|makanan,harga|makanan,A01,yes,
resto-hotel-v2_009152::c000,resto-hotel-v2_009152,place_00212,Rm Muslim Menara,restoran,0,Mantab dan nikmat,lainnya,makanan,A01,yes,
resto-hotel-v2_009170::c000,resto-hotel-v2_009170,place_00231,Rumah Makan Khas Batak Tiurma Siboro,restoran,0,"makanannya enak banget, rasanya mantap, saya teman anaknya si marlboro alias marchel siboro, sukses selalu tulang",lainnya,makanan,A01,yes,
resto-hotel-v2_009171::c002,resto-hotel-v2_009171,place_00231,Rumah Makan Khas Batak Tiurma Siboro,restoran,2,"ramai, semoga bisa kesini lagi suatu saat",keramaian,keramaian,A01,yes,
resto-hotel-v2_009223::c001,resto-hotel-v2_009223,place_00118,Kafe Pak Pos,restoran,1,Lokasinya strategis dan nyewa di kantor pos,lainnya,none,A01,yes,
resto-hotel-v2_009224::c000,resto-hotel-v2_009224,place_00118,Kafe Pak Pos,restoran,0,"Bersih, rapi, dan harga terjangkau",harga|kebersihan,harga|makanan,A01,yes,Harga makanan + kualitas makanan
resto-hotel-v2_009224::c004,resto-hotel-v2_009224,place_00118,Kafe Pak Pos,restoran,4,Toilet bersih,kebersihan|toilet,kebersihan|toilet,A01,yes,
resto-hotel-v2_009232::c002,resto-hotel-v2_009232,place_00118,Kafe Pak Pos,restoran,2,"kalau pesan tumis kangkung prlu kasih tau tidak pedas/tanpa cabe karena kalau tidak, akan dimasak yg versi pedas",lainnya,makanan,A01,yes,Pemesanan tumis kangkung = membahas makanan
resto-hotel-v2_009239::c000,resto-hotel-v2_009239,place_00118,Kafe Pak Pos,restoran,0,Walaupun sedikit mengantri tempat duduk,fasilitas_umum,fasilitas_umum,A01,yes,
resto-hotel-v2_009239::c001,resto-hotel-v2_009239,place_00118,Kafe Pak Pos,restoran,1,Tempat ini tetep tempat terbaik makan di danau Toba,makanan,makanan|pemandangan,A01,yes,
resto-hotel-v2_009306::c000,resto-hotel-v2_009306,place_00118,Kafe Pak Pos,restoran,0,Ramai,keramaian,keramaian,A01,yes,
resto-hotel-v2_009342::c000,resto-hotel-v2_009342,place_00118,Kafe Pak Pos,restoran,0,Cuma ini diparapat menu yg jelas halal,lainnya,makanan,A01,yes,
resto-hotel-v2_009384::c006,resto-hotel-v2_009384,place_00118,Kafe Pak Pos,restoran,6,Tp mgkn warungnya tutup,jam_operasional,jam_operasional,A01,yes,
resto-hotel-v2_009404::c000,resto-hotel-v2_009404,place_00359,Rumah Makan Khas Batak Saurtua,hotel_resto,0,Enak dan terjangkau,lainnya,harga|makanan,A01,yes,Enak (makanan) + terjangkau (harga)
resto-hotel-v2_009410::c005,resto-hotel-v2_009410,place_00360,Rumah Makan Khas Minang,hotel_resto,5,Berlima harganya 250 ribu,lainnya,harga,A01,yes,
resto-hotel-v2_009417::c004,resto-hotel-v2_009417,place_00360,Rumah Makan Khas Minang,hotel_resto,4,"HARGA NGGAK MASALAH MAU MAHAL ATAU KAGAK, INTINYA PELAYANAN DAN KEBERSIHAN TOLONG LEBIH DIPERHATIKAN YA MBAKK",harga|kebersihan|pelayanan,kebersihan|harga|pelayanan,A01,yes,
resto-hotel-v2_009426::c001,resto-hotel-v2_009426,place_00360,Rumah Makan Khas Minang,hotel_resto,1,Sayurnya keasinan,lainnya,makanan,A01,yes,Sayur terlalu asin = evaluasi makanan
resto-hotel-v2_009439::c000,resto-hotel-v2_009439,place_00360,Rumah Makan Khas Minang,hotel_resto,0,Lauknya asin Udangnya tidak fresh Harga air putih serasa harga teh manis Harga nya tidak sesuai dengan rasanya😭😭,harga,harga|makanan,A01,yes,
resto-hotel-v2_009493::c000,resto-hotel-v2_009493,place_00213,Rm. Nasional Sampean Uli,restoran,0,Beautiful spot to stop for lunch and a drink when you drive around the island,pemandangan,makanan|pemandangan,A01,yes,Lunch and a drink = makanan
resto-hotel-v2_009551::c002,resto-hotel-v2_009551,place_00009,Air Terjun Nai Sogop,wisata,2,Jalan menuju ke sana tampaknya tidak terawat lagi,akses_jalan|budaya|fasilitas_umum|kebersihan,akses_jalan|kebersihan,A01,yes,
resto-hotel-v2_009553::c000,resto-hotel-v2_009553,place_00009,Air Terjun Nai Sogop,wisata,0,"Air terjun yang indah, terpencil dan tidak ramai turis",keramaian|pemandangan,pemandangan|keramaian,A01,yes,
resto-hotel-v2_009587::c000,resto-hotel-v2_009587,place_00239,Rumah Makan Nasional Sinurat,restoran,0,"Pesen minum doang tpi enak kok, pelayanan juga bagus hanya di suasana yng kurang enak",pelayanan,pelayanan|makanan,A01,yes,
tempat-wisata-v1_000006::c000,tempat-wisata-v1_000006,place_00194,Puncak Paralayang Sibodiala,wisata,0,"""Tempatnya bagus,tinggal akses aja yg dipeaiki""",akses_jalan,akses_jalan,A01,yes,
tempat-wisata-v1_000017::c000,tempat-wisata-v1_000017,place_00019,Air Terjun Situmurun,wisata,0,"""Fasilitas tersedia : toilet, penjual pop mie dengan hrg 10""",toilet,toilet|harga|makanan,A01,yes,Pop mie + hrg 10 = makanan + harga
tempat-wisata-v1_000020::c000,tempat-wisata-v1_000020,place_00192,Puncak Huta Ginjang,wisata,0,"""Tempat nya keren,, untuk menikmati sisi lain pemandangan danau toba..""",pemandangan,pemandangan,A01,yes,
tempat-wisata-v1_000035::c002,tempat-wisata-v1_000035,place_00013,Air Terjun Sigarattung,wisata,2,"Air terjun ini jatuh secara dramatis melalui pepohonan lebat, memberikan performa penuh bahkan jika Anda hanya menonton dari aspal",keramaian|pemandangan,akses_jalan|pemandangan|keramaian,A01,yes,
tempat-wisata-v1_000036::c004,tempat-wisata-v1_000036,place_00042,Batu Marhosa,wisata,4,tidak ada sinyal di sekitar lokasi,internet_sinyal,internet_sinyal,A01,yes,
tempat-wisata-v1_000037::c000,tempat-wisata-v1_000037,place_00079,Danau Sidihoni,wisata,0,"""Danau tenang yang dikelilingi oleh padang rumput yang populer untuk jalan-jalan & piknik keluarga",akses_jalan|keramaian,akses_jalan|pemandangan|keramaian|aksesibilitas,A01,yes,
tempat-wisata-v1_000037::c005,tempat-wisata-v1_000037,place_00079,Danau Sidihoni,wisata,5,"Sering dijadikan sebagai tempat memancing masyarakat sekitar dan tentu saja sebagai tempat wisata.""",lainnya,none,A01,yes,
tempat-wisata-v1_000042::c005,tempat-wisata-v1_000042,place_00067,Bukit Sipatungan,wisata,5,Perjalanannya penuh perjuangan,keramaian,keramaian,A01,yes,
tempat-wisata-v1_000047::c003,tempat-wisata-v1_000047,place_00196,Pusat Informasi Toba Caldera UNESCO Global Geopark,wisata,3,"Jalan menuju lokasi juga sudah bagus.""",akses_jalan,akses_jalan,A01,yes,
tempat-wisata-v1_000049::c001,tempat-wisata-v1_000049,place_00061,Bukit Holbung,wisata,1,"Semakin tinggi mendaki, akan mendapatkan pemandangan teaik danau toba dan bukit-bukit di sekitarnya",pemandangan,akses_jalan|pemandangan,A01,yes,
tempat-wisata-v1_000054::c000,tempat-wisata-v1_000054,place_00081,Desa Wisata Sigapiton,wisata,0,"""Kami sampai di Kaldera pukul 7 pagi, saat itu warung2 masih tutup, kami memutuskan explore tempat lain dan menemukan lokasi desa ini",jam_operasional,akses_jalan|jam_operasional,A01,yes,
tempat-wisata-v1_000055::c000,tempat-wisata-v1_000055,place_00139,Menara Pandang Simanindo,wisata,0,"""Pertama singgah karena ga paham tempat apa, Dari atas bisa lihat rumah adat juga Pagi pagi kesini pintu masih tutup sehingga motor parkir di jalan raya",akses_jalan|budaya|jam_operasional|parkir,akses_jalan|parkir|jam_operasional|budaya,A01,yes,
tempat-wisata-v1_000070::c000,tempat-wisata-v1_000070,place_00140,Monumen D.I. Panjaitan,wisata,0,"""ketika melihat bangunan nya akan terlihat biasa,tapi history sejarah yg melekat di balik kisah tugu tersebut sangat luar biasa dari tokoh Pahlawan kita Bapak D.I PANJAITAN""",budaya,budaya,A01,yes,
tempat-wisata-v1_000074::c000,tempat-wisata-v1_000074,place_00119,Kampung Ulos Hutaraja,wisata,0,"""Salah satu tujuan wisata di Pulau Samosir yang menyajikan budaya Batak.""",budaya,budaya,A01,yes,
tempat-wisata-v1_000077::c001,tempat-wisata-v1_000077,place_00040,Batu Kursi Raja Siallagan ( Stone Chair of King Siallagan ),wisata,1,"yang terdiri atas bangku raja, penasehat, dukun, terdakwa dan pelaku kejahatan",lainnya,none,A01,yes,
tempat-wisata-v1_000080::c009,tempat-wisata-v1_000080,place_00146,Museum Huta Bolon Simanindo,wisata,9,Untuk elemen museum Batak saja saya akan mengatakan ini adalah bintang 3 atau 4 karena memiliki informasi dalam bahasa Inggris,budaya,budaya,A01,yes,
tempat-wisata-v1_000082::c002,tempat-wisata-v1_000082,place_00174,Pemandian Aek Sipitu Dai,wisata,2,"Tempat sakral jadi ga boleh pakai kasut, ulos boleh dipakai Dan akan disandangkan sesuai adat setempat",budaya,budaya|oleh_oleh,A01,yes,
tempat-wisata-v1_000091::c004,tempat-wisata-v1_000091,place_00251,Salib Kasih Tarutung,wisata,4,saat musim liburan masih ramai sekali dikunjungi,keramaian,keramaian,A01,yes,
wisata-v2_000027::c007,wisata-v2_000027,place_00165,Pantai Pasir Putih Lumban Bul-bul Balige,wisata,7,Ada juga yang berjualan makanan dan souvenir khas Tapanuli Utara,makanan|oleh_oleh,makanan|oleh_oleh,A01,yes,
wisata-v2_000056::c000,wisata-v2_000056,place_00165,Pantai Pasir Putih Lumban Bul-bul Balige,wisata,0,Seru dan asyik bersama keluarga untuk Liburan dan bersantai,lainnya,none,A01,yes,"'keluarga' bukan aksesibilitas, hanya konteks liburan umum"
wisata-v2_000133::c000,wisata-v2_000133,place_00165,Pantai Pasir Putih Lumban Bul-bul Balige,wisata,0,"Lumayan nyaman, kalau kamar kecilnya bersih tergantung pengelola, mungkin untuk kebersihan pantainya masih harus ditingkatkan lagi bersama- sama",akomodasi|kebersihan,kebersihan|toilet,A01,yes,"Limbah kamar ganti = toilet/kebersihan, bukan akomodasi/pemandangan"
wisata-v2_000140::c000,wisata-v2_000140,place_00165,Pantai Pasir Putih Lumban Bul-bul Balige,wisata,0,Ramai Saat Hari minggu dan Libur,keramaian,keramaian,A01,yes,
wisata-v2_000150::c000,wisata-v2_000150,place_00165,Pantai Pasir Putih Lumban Bul-bul Balige,wisata,0,"Pantai khas Balige, pinggiran Danau Toba aman buat anak anak karena pinggirannya tidak terlalu dalam, ada permainan banana boat untuk dewasa",keamanan|pemandangan,transportasi|keamanan|pemandangan|aksesibilitas,A01,yes,
wisata-v2_000208::c005,wisata-v2_000208,place_00165,Pantai Pasir Putih Lumban Bul-bul Balige,wisata,5,Fasilitas umum juga tersedia di sini,lainnya,fasilitas_umum,A01,yes,
wisata-v2_000210::c000,wisata-v2_000210,place_00165,Pantai Pasir Putih Lumban Bul-bul Balige,wisata,0,Pantatnya sejuk nyaman bersi pemandangan inda ayoh beagi ceria di pantai Lumban bul bul,pemandangan,kebersihan|pemandangan,A01,yes,'bersi' = kebersihan
wisata-v2_000223::c008,wisata-v2_000223,place_00165,Pantai Pasir Putih Lumban Bul-bul Balige,wisata,8,Saya kesini pas weekday jadi tidak terlalu ramai dan warung banyak yang tutup,jam_operasional|keramaian|makanan,makanan|jam_operasional|keramaian,A01,yes,
wisata-v2_000223::c009,wisata-v2_000223,place_00165,Pantai Pasir Putih Lumban Bul-bul Balige,wisata,9,"Oh iya untuk fasilitas kamar mandi beayar juga banyak disekitaran pantai, jadi tidak perlu kuatir",akomodasi|harga|pemandangan|toilet,toilet|harga,A01,yes,Kamar mandi bukan akomodasi; pantai hanya lokasi
wisata-v2_000233::c001,wisata-v2_000233,place_00165,Pantai Pasir Putih Lumban Bul-bul Balige,wisata,1,inang inang sekitar kurang ramah.sungguh menakutkan.jangan coba coba duduk di kapal sekitar pantai pasti kena usir dengan muka kesal si inang,pelayanan|pemandangan|transportasi,transportasi|pelayanan,A01,yes,Tidak ada pemandangan
wisata-v2_000253::c000,wisata-v2_000253,place_00063,Bukit Pahoda,wisata,0,Pemandangan alami,pemandangan,pemandangan,A01,yes,
wisata-v2_000292::c001,wisata-v2_000292,place_00063,Bukit Pahoda,wisata,1,Kalau sudah menuju petang ada sunset yang menyenangkan juga gemerlap lampu kota yang indah,pemandangan,pemandangan,A01,yes,
wisata-v2_000348::c000,wisata-v2_000348,place_00012,Air Terjun Siboruon Balige,wisata,0,pokoknya menantang jalan nya,akses_jalan,akses_jalan,A01,yes,
wisata-v2_000351::c007,wisata-v2_000351,place_00012,Air Terjun Siboruon Balige,wisata,7,Semoga pemerintah setempat memperhatikan hal ini,lainnya,none,A01,yes,
wisata-v2_000376::c002,wisata-v2_000376,place_00012,Air Terjun Siboruon Balige,wisata,2,(Tapi tetap bisa di lewati kok) Setelah sampai hanya bayar parkir 2ribu dan per orang 2ribu,parkir,akses_jalan|parkir|harga,A01,yes,
wisata-v2_000382::c000,wisata-v2_000382,place_00012,Air Terjun Siboruon Balige,wisata,0,"Air terjun nya bagus banget kelestarian alam nya masih terjaga, mau menuju tempat air terjunnya dari parkir kendaraan sekitar 2-3 menit mendaki",parkir,akses_jalan|parkir|pemandangan,A01,yes,
wisata-v2_000407::c001,wisata-v2_000407,place_00194,Puncak Paralayang Sibodiala,wisata,1,"sangat disayangkan insfrastruktur belum memadai karena jalannya gelap saat malam hari, jalan rusak, beatu dan terjal",akses_jalan,akses_jalan|jam_operasional,A01,yes,
wisata-v2_000410::c002,wisata-v2_000410,place_00194,Puncak Paralayang Sibodiala,wisata,2,Tapi udah sampai di atas waww indah masyaALLAH,lainnya,pemandangan,A01,yes,"'sampai di atas' bukan akses_jalan, fokusnya 'indah'"
wisata-v2_000477::c002,wisata-v2_000477,place_00311,Wisata Bukit Gibeon,wisata,2,Kamar ganti nya juga banyak,akomodasi,akomodasi,A01,yes,
wisata-v2_000495::c002,wisata-v2_000495,place_00311,Wisata Bukit Gibeon,wisata,2,Harga tiket nya 20k per orang,harga,harga,A01,yes,
wisata-v2_000543::c000,wisata-v2_000543,place_00069,Bukit Tara Bunga,wisata,0,Sangat menarik,lainnya,none,A01,yes,
wisata-v2_000546::c002,wisata-v2_000546,place_00069,Bukit Tara Bunga,wisata,2,Sayangnya banyak sampah plastik berserakan,kebersihan,kebersihan,A01,yes,
wisata-v2_000610::c000,wisata-v2_000610,place_00091,Geosite Sipinsur,wisata,0,"Parkir 5 ribu Masuk 10 ribu Toilet tanpa air 5 ribu Total 20 ribu Pengalaman: Sepanjang perjalanan diikuti fotografer amatir, di foto2in biar bayar",parkir|toilet,akses_jalan|parkir|toilet|harga,A01,yes,
wisata-v2_000615::c000,wisata-v2_000615,place_00091,Geosite Sipinsur,wisata,0,"Orang humbahas bakal tidak asing lagi dengan sipinsur, identik dengan pohon pinus yang tersusun rapi",kebersihan,pemandangan,A01,yes,"Pohon pinus tersusun rapi = pemandangan, bukan kebersihan"
wisata-v2_000623::c000,wisata-v2_000623,place_00091,Geosite Sipinsur,wisata,0,"Luar biasa indah dan sejuk di sana, harga tiket masuk sudah ok, cuma tiket parkir mobil yg agak mahal",akses_jalan|harga|parkir,parkir|harga|pemandangan,A01,yes,
wisata-v2_000855::c000,wisata-v2_000855,place_00091,Geosite Sipinsur,wisata,0,Tak kan tour guide/supir travel masuk kesitu kalian patokin harga juga !,harga|transportasi,transportasi|harga|pelayanan,A01,yes,
wisata-v2_000855::c001,wisata-v2_000855,place_00091,Geosite Sipinsur,wisata,1,Tempat kalian banyak dikenal tidak luput dari jasa travel yg memperkenalkan lokasi kalian !,transportasi,transportasi,A01,yes,
wisata-v2_000894::c000,wisata-v2_000894,place_00091,Geosite Sipinsur,wisata,0,Banyak yang buang sampah sembarangan,kebersihan,kebersihan,A01,yes,
wisata-v2_001046::c000,wisata-v2_001046,place_00091,Geosite Sipinsur,wisata,0,"Sipinsur view Danau tobanya bagus, hutan pinusnya juga Bawa keluar sambil duduk2 dibawah pepohonan Toilet buat lebih bersih donk Nanti bintang 5 kalo toilet sdh lebih baik",kebersihan|pemandangan|toilet,kebersihan|toilet|pemandangan,A01,yes,
wisata-v2_001169::c001,wisata-v2_001169,place_00091,Geosite Sipinsur,wisata,1,biaya parkir nya mahal,akses_jalan|harga|parkir,parkir|harga,A01,yes,
wisata-v2_001177::c002,wisata-v2_001177,place_00091,Geosite Sipinsur,wisata,2,Tempat parkir dan petugas yg jelas harga/biaya parkirnya,harga|parkir,parkir|harga,A01,yes,
wisata-v2_001205::c005,wisata-v2_001205,place_00091,Geosite Sipinsur,wisata,5,sepanjang perjalanan di jalan raya jg banyak sampah dimana2,akses_jalan|kebersihan,akses_jalan|kebersihan,A01,yes,
wisata-v2_001379::c000,wisata-v2_001379,place_00091,Geosite Sipinsur,wisata,0,"Sampai disini sekitar jam 5 sore, Terkesan kotor ( apa karena masuk gratis yaaa , sampah sisa makanan dimana mana, & yg fantastis Parkir Mobil 1000 (SMOGA WISATA INI MAJU DGN TARIF PARKIR YG MENCEKIK)",akses_jalan|harga|kebersihan|makanan|parkir,akses_jalan|parkir|kebersihan|harga|makanan|jam_operasional,A01,yes,
wisata-v2_001395::c001,wisata-v2_001395,place_00091,Geosite Sipinsur,wisata,1,Masih terawat baik,kebersihan,kebersihan,A01,yes,
wisata-v2_001453::c000,wisata-v2_001453,place_00313,Wisata Rumah Pohon,wisata,0,Menyenangkan degan pemandangan danau Toba yang sangat mempesona.mantapp,pemandangan,pemandangan,A01,yes,
wisata-v2_001476::c003,wisata-v2_001476,place_00019,Air Terjun Situmurun,wisata,3,"Air terjun ini biasa dikunjungi menggunakan kapal wisata, kapasitas 40-60 penumpang",transportasi,transportasi|pemandangan,A01,yes,
wisata-v2_001476::c005,wisata-v2_001476,place_00019,Air Terjun Situmurun,wisata,5,Naik kapal wisata 100-120 menit waktu perjalanan,transportasi,akses_jalan|transportasi,A01,yes,
wisata-v2_001517::c001,wisata-v2_001517,place_00019,Air Terjun Situmurun,wisata,1,Untuk menuju ke tempat ini bisa dengan menyewa kapal/speedboat atau menggunakan kapal umum dari pelabuhan,transportasi,transportasi,A01,yes,
wisata-v2_001519::c000,wisata-v2_001519,place_00019,Air Terjun Situmurun,wisata,0,Untuk air terjun situmurun hanya bisa diakses dengan kapal saja,transportasi,transportasi|pemandangan,A01,yes,
wisata-v2_001519::c002,wisata-v2_001519,place_00019,Air Terjun Situmurun,wisata,2,Untuk kamar mandi/ ganti baju juga kurang,akomodasi|harga|toilet,toilet|fasilitas_umum,A01,yes,Kamar mandi bukan akomodasi; ganti baju = fasilitas; bukan harga
wisata-v2_001520::c000,wisata-v2_001520,place_00019,Air Terjun Situmurun,wisata,0,"Tidak ada rute darat, semua perjalanan dilakukan melalui kapal, speed boat atau jet sky dari Parapat ato pelabuhan Ajibata",akses_jalan|transportasi,akses_jalan|transportasi,A01,yes,
wisata-v2_001528::c004,wisata-v2_001528,place_00019,Air Terjun Situmurun,wisata,4,Kami naik kapal dari Sopo Agape bayar 30k/orang,transportasi,transportasi|harga,A01,yes,
wisata-v2_001551::c000,wisata-v2_001551,place_00019,Air Terjun Situmurun,wisata,0,Harus pakai kapal sama jangan berenang di bawah air terjun,transportasi,transportasi|fasilitas_umum,A01,yes,Berenang = fasilitas
wisata-v2_001595::c001,wisata-v2_001595,place_00019,Air Terjun Situmurun,wisata,1,dan minta contact person (no WA) kapal kalau ada yg tau,transportasi,transportasi,A01,yes,
wisata-v2_001603::c001,wisata-v2_001603,place_00019,Air Terjun Situmurun,wisata,1,"Jalan nya curam, hancur, sempit dan sangat beahaya",akses_jalan,akses_jalan,A01,yes,
wisata-v2_001621::c000,wisata-v2_001621,place_00015,Air Terjun Sigura-Gura,wisata,0,"Puasssss, wonderful lah pokoknya....akses bagus",akses_jalan,akses_jalan,A01,yes,
wisata-v2_001666::c014,wisata-v2_001666,place_00192,Puncak Huta Ginjang,wisata,14,Di warung-warung umkm tersedia yang khusus tentunya kopi tubruk sidikalang dan lintong yang nikmat dengan harga yang sangat terjangkau,harga|oleh_oleh,harga|makanan,A01,yes,
wisata-v2_001666::c015,wisata-v2_001666,place_00192,Puncak Huta Ginjang,wisata,15,Semua warung umkm tutup pada malam hari sehingga bagi yang berniat untuk camping haruslah sudah mempersiapkan bekal,jam_operasional|oleh_oleh,makanan|jam_operasional,A01,yes,
wisata-v2_001686::c001,wisata-v2_001686,place_00192,Puncak Huta Ginjang,wisata,1,Tempat parkir luas Dan banyak toko,parkir,parkir,A01,yes,
wisata-v2_001706::c000,wisata-v2_001706,place_00192,Puncak Huta Ginjang,wisata,0,This place has one of the best Lake Toba view you can find!,pemandangan,pemandangan,A01,yes,
wisata-v2_001706::c008,wisata-v2_001706,place_00192,Puncak Huta Ginjang,wisata,8,Some people can be quite nice and friendly,pelayanan,pelayanan,A01,yes,
wisata-v2_001708::c000,wisata-v2_001708,place_00192,Puncak Huta Ginjang,wisata,0,"View nya amazing...Danau Toba dilihat dari atas...biru air danau, dipadu hijaunya pegunungan disekitarnya....wowww banget ini...jalan menuju lokasi juga josss buat touring motor...menanjak berliku liku...aspal halus, bagus..lebar jalan cukup buat mobil bersimpangan",akses_jalan|pemandangan,akses_jalan|parkir|pemandangan,A01,yes,
